Date,BRL,ZAR,TRY,MXN,CNY,KRW,TNX,EMB
2010-02-26,1.772096,7.207171,1.366412,13.445075,6.957709,1168.632709,38.922256,107.206665
2010-03-01,1.754106,7.116571,1.360267,13.388689,6.969818,1178.839596,38.386640,106.415278
2010-03-02,1.752826,7.121472,1.360028,13.517846,6.976866,1171.779393,38.548590,106.800057
2010-03-03,1.776778,7.086176,1.378860,13.593891,6.988172,1172.940369,37.874965,108.721549
2010-03-04,1.778118,7.237572,1.376578,13.620654,6.999995,1173.083709,37.972212,108.753010
2010-03-05,1.766248,7.318351,1.360213,13.584699,7.005307,1193.705855,38.145738,109.104786
2010-03-08,1.780390,7.304208,1.324678,13.603619,7.003678,1201.810246,37.299508,108.757493
2010-03-09,1.800804,7.293475,1.311431,13.424297,7.009904,1206.379970,37.401257,108.354268
2010-03-10,1.794159,7.316122,1.302347,13.420035,6.976094,1215.077667,37.309896,108.762591
2010-03-11,1.767303,7.057964,1.283863,13.404470,6.983391,1218.175042,37.010044,108.738387
2010-03-12,1.769360,7.103078,1.283816,13.520268,6.979787,1220.578175,36.604072,108.389581
2010-03-15,1.758851,7.111592,1.272687,13.585381,6.972844,1222.212061,36.577271,107.896656
2010-03-16,1.740181,7.181186,1.244744,13.560766,6.942268,1220.458360,36.206685,108.264341
2010-03-17,1.726284,7.105923,1.248393,13.446419,6.952268,1206.796624,36.126301,108.116320
2010-03-18,1.738799,7.187015,1.246913,13.529331,6.967309,1214.259020,35.893052,108.234731
2010-03-19,1.734462,7.159067,1.250508,13.480881,6.965634,1226.906872,36.130539,108.007819
2010-03-22,1.702417,7.164812,1.250165,13.371576,6.941262,1228.314146,35.644580,108.096276
2010-03-23,1.688312,7.100735,1.256193,13.331211,6.937019,1239.954802,35.062548,107.773329
2010-03-24,1.687810,7.176837,1.283060,13.289748,6.948631,1229.820982,35.021040,107.553472
2010-03-25,1.696386,7.197724,1.282113,13.154209,6.942993,1238.823459,35.301291,107.514414
2010-03-26,1.710360,7.176213,1.273775,13.099091,6.931543,1235.232051,35.336330,107.652705
2010-03-29,1.746115,7.138624,1.266592,13.163810,6.936375,1230.717790,35.516200,107.095359
2010-03-30,1.724631,7.161339,1.266222,13.224169,6.920731,1230.438990,35.198898,107.143188
2010-03-31,1.730883,7.126268,1.271897,13.189712,6.902628,1221.054728,34.965846,107.738163
2010-04-01,1.697534,7.156667,1.282351,13.127959,6.900194,1228.854480,36.937251,107.725475
2010-04-02,1.677816,7.143548,1.281187,13.068752,6.897941,1224.555999,36.937170,108.047529
2010-04-05,1.666924,7.057533,1.280615,12.953204,6.882381,1226.536339,37.752220,107.894880
2010-04-06,1.671780,7.025920,1.286496,13.007932,6.876388,1213.804608,38.971175,107.212342
2010-04-07,1.657888,7.106165,1.271913,13.315494,6.854512,1207.930024,38.602515,107.469274
2010-04-08,1.642651,7.155173,1.253704,13.496532,6.920732,1202.485069,38.639623,107.065718
2010-04-09,1.667497,7.184233,1.228152,13.463416,6.924940,1197.961726,38.178332,107.756146
2010-04-12,1.694680,7.120323,1.225461,13.435380,6.919631,1198.669548,39.649028,107.949619
2010-04-13,1.686175,7.143083,1.198429,13.585618,6.908769,1197.258774,39.942903,107.769532
2010-04-14,1.679800,7.084639,1.179478,13.512694,6.893242,1203.480359,39.401313,107.642128
2010-04-15,1.665946,6.924676,1.180914,13.514178,6.885749,1197.166780,39.585011,107.877349
2010-04-16,1.660607,6.884995,1.178600,13.395926,6.877833,1204.276800,40.371141,107.681095
2010-04-19,1.636539,6.910816,1.182539,13.487822,6.871555,1199.047599,40.859560,108.379670
2010-04-20,1.619440,6.962821,1.180412,13.383986,6.876931,1197.298102,40.997277,108.301057
2010-04-21,1.592060,6.965159,1.163490,13.411932,6.855505,1207.630989,40.761526,108.285197
2010-04-22,1.584749,7.030991,1.172134,13.542135,6.857311,1203.663572,41.982255,107.762334
2010-04-23,1.571593,7.036215,1.154231,13.543892,6.878907,1212.420729,43.216138,108.303847
2010-04-26,1.584031,7.073921,1.146569,13.572846,6.874788,1209.335357,42.936784,108.834391
2010-04-27,1.579919,7.070517,1.159720,13.602591,6.865723,1208.339171,43.117889,108.955464
2010-04-28,1.536172,6.964929,1.170430,13.500784,6.872124,1189.808004,42.166080,109.538518
2010-04-29,1.541608,6.808557,1.172844,13.435317,6.893366,1193.339682,42.710521,109.609875
2010-04-30,1.550102,6.793037,1.191242,13.451172,6.894246,1196.437672,41.881233,109.504203
2010-05-03,1.515073,6.776353,1.204895,13.494350,6.901255,1205.392935,41.287933,108.773001
2010-05-04,1.534304,6.754734,1.210517,13.312743,6.910452,1208.167450,40.891951,108.282645
2010-05-05,1.536299,6.710501,1.228395,13.252682,6.887969,1206.118675,39.779623,107.615206
2010-05-06,1.522607,6.704941,1.235846,13.218102,6.894093,1210.324734,39.317320,108.203882
2010-05-07,1.511598,6.681417,1.212573,13.288417,6.809682,1218.210651,39.403682,108.032709
2010-05-10,1.525286,6.726421,1.258837,13.342171,6.813224,1221.027952,39.834515,107.653978
2010-05-11,1.525455,6.694576,1.332481,13.345099,6.788927,1223.519065,38.976496,108.065587
2010-05-12,1.513913,6.690039,1.338583,13.563540,6.789766,1223.551491,39.044607,107.504859
2010-05-13,1.507592,6.658542,1.349209,13.577556,6.792988,1224.357737,38.739912,107.989642
2010-05-14,1.495362,6.670436,1.353988,13.555587,6.774202,1222.975082,38.947603,107.572167
2010-05-17,1.496404,6.627095,1.346321,13.630782,6.754100,1212.111391,37.869754,107.491546
2010-05-18,1.491705,6.586429,1.356046,13.164698,6.761758,1202.424806,37.539071,107.508851
2010-05-19,1.483123,6.616606,1.340802,13.009228,6.764248,1208.981710,37.506352,106.859395
2010-05-20,1.481981,6.900958,1.332852,12.977326,6.757216,1205.508230,37.276768,106.564052
2010-05-21,1.466843,6.899511,1.343884,12.976278,6.758655,1208.503576,36.605726,106.256563
2010-05-24,1.463267,6.807735,1.330960,12.909398,6.762528,1215.219434,36.065086,106.773112
2010-05-25,1.456853,6.897904,1.364213,12.932080,6.801572,1222.860535,36.433550,106.494824
2010-05-26,1.458698,6.916084,1.393849,12.948107,6.806050,1226.505468,36.734838,106.229100
2010-05-27,1.455292,6.875366,1.430497,12.937502,6.806470,1233.745160,36.219484,106.226984
2010-05-28,1.452977,6.827744,1.396277,12.867287,6.809804,1232.739850,35.567842,105.951928
2010-05-31,1.438108,6.792601,1.388726,12.896009,6.813566,1228.611039,35.789184,106.543744
2010-06-01,1.440017,6.856750,1.388745,12.853176,6.791386,1230.796284,35.752368,106.972353
2010-06-02,1.432072,6.863059,1.379736,12.784333,6.794820,1227.374301,36.178172,106.836989
2010-06-03,1.448408,6.834406,1.401213,12.952042,6.790047,1220.228455,36.684524,107.065914
2010-06-04,1.449801,6.783348,1.408709,13.075018,6.798367,1219.030763,37.215058,107.448815
2010-06-07,1.447060,6.806995,1.390614,13.070655,6.799914,1220.051207,36.515582,107.938923
2010-06-08,1.450835,6.877814,1.336726,13.015982,6.787836,1221.246242,36.690620,108.128178
2010-06-09,1.435733,6.836977,1.327516,13.035749,6.799335,1230.124731,36.752149,108.008632
2010-06-10,1.431960,6.770100,1.327524,12.916572,6.802534,1228.015350,36.962305,107.694676
2010-06-11,1.428805,6.906529,1.317779,12.777949,6.756196,1226.507760,36.558068,107.255768
2010-06-14,1.429267,6.966375,1.322740,12.892778,6.740361,1224.227748,36.102541,107.169460
2010-06-15,1.461873,6.987739,1.301830,12.882386,6.740359,1225.083553,36.014156,106.605850
2010-06-16,1.470620,6.924131,1.290608,12.835749,6.742253,1235.438978,36.604625,106.072792
2010-06-17,1.474640,6.933066,1.248005,12.401155,6.734795,1232.245003,37.096607,106.140737
2010-06-18,1.448494,6.865536,1.272255,12.470965,6.750382,1233.454545,37.055888,106.512721
2010-06-21,1.447999,6.910053,1.272614,12.626969,6.759172,1234.418015,36.007617,106.791613
2010-06-22,1.455725,6.908930,1.277495,12.626349,6.755702,1243.680839,35.633348,107.248310
2010-06-23,1.435826,6.903856,1.281736,12.623065,6.729006,1239.565886,34.939798,107.350501
2010-06-24,1.444922,6.894289,1.275390,12.717275,6.777562,1243.500087,34.584730,107.329258
2010-06-25,1.438214,6.914441,1.283905,12.790452,6.757590,1240.354319,34.920171,107.231211
2010-06-28,1.440680,6.950212,1.307055,12.754279,6.763140,1233.956890,35.652158,107.307697
2010-06-29,1.455098,7.018633,1.314338,12.743994,6.755738,1232.814536,36.559419,107.501105
2010-06-30,1.475866,7.013981,1.316487,12.706228,6.792191,1228.804969,35.978152,108.004023
2010-07-01,1.470092,7.008532,1.367825,12.901032,6.777448,1238.180072,37.032704,107.032471
2010-07-02,1.484012,6.978572,1.361449,12.883882,6.763548,1244.326725,37.326649,106.492401
2010-07-05,1.510867,6.872741,1.374992,12.957768,6.802912,1244.522591,37.358064,106.559023
2010-07-06,1.497948,6.872625,1.384084,13.128718,6.796857,1244.014929,37.829679,106.910204
2010-07-07,1.496626,6.797121,1.385454,13.068511,6.800579,1238.131955,38.372459,107.367923
2010-07-08,1.489605,6.714993,1.413594,13.290757,6.788327,1259.464955,39.301457,107.299402
2010-07-09,1.489224,6.598525,1.392310,13.297141,6.774578,1261.867746,38.570574,107.446112
2010-07-12,1.479923,6.702351,1.338358,13.182448,6.773142,1259.863034,38.994914,107.592238
2010-07-13,1.497181,6.804772,1.367578,13.176951,6.780342,1253.581591,39.129495,108.412819
2010-07-14,1.490527,6.861474,1.371307,12.993413,6.779349,1253.509177,38.005454,108.427155
2010-07-15,1.468940,6.734304,1.385212,13.047142,6.776665,1250.450205,36.313641,108.125066
2010-07-16,1.472342,6.766705,1.404105,13.152929,6.791826,1248.130906,36.474047,107.324250
2010-07-19,1.468058,6.653887,1.458376,13.163943,6.793561,1250.310537,36.099203,107.475218
2010-07-20,1.465311,6.531734,1.477101,13.059658,6.793335,1255.258928,35.959566,107.241705
2010-07-21,1.459606,6.480012,1.476908,13.016417,6.799595,1260.818098,35.942119,107.330284
2010-07-22,1.466541,6.510359,1.474092,12.777009,6.799837,1259.917613,35.830501,107.989803
2010-07-23,1.447745,6.515155,1.488173,12.742946,6.797300,1254.936246,35.203460,108.151256
2010-07-26,1.456260,6.404861,1.519918,12.701165,6.823933,1247.100909,34.930481,107.994068
2010-07-27,1.454921,6.443183,1.499514,12.662062,6.830222,1253.812730,35.421046,107.838207
2010-07-28,1.466133,6.423255,1.511952,12.727366,6.847917,1263.175600,35.451666,107.125862
2010-07-29,1.454861,6.399094,1.529840,12.700061,6.807620,1270.272811,35.222298,107.396263
2010-07-30,1.454169,6.366765,1.510489,12.584691,6.796863,1246.915529,35.448747,107.464475
2010-08-02,1.432705,6.116711,1.515835,12.510872,6.810940,1240.497966,35.500046,109.168140
2010-08-03,1.432880,6.156442,1.519780,12.541426,6.804454,1236.928873,35.886704,108.761582
2010-08-04,1.426053,6.154367,1.530483,12.620423,6.817532,1233.617472,35.470853,108.505115
2010-08-05,1.424311,6.112670,1.512778,12.559611,6.847224,1230.108800,35.453975,109.250947
2010-08-06,1.438411,6.012297,1.528483,12.622341,6.846719,1225.483989,35.214714,109.291027
2010-08-09,1.399805,6.013788,1.529894,12.623987,6.849826,1227.532758,35.410041,109.332206
2010-08-10,1.428041,6.300009,1.580263,12.516866,6.843046,1224.119500,36.362783,108.126134
2010-08-11,1.428390,6.440057,1.575488,12.399120,6.841178,1213.722862,36.935767,107.726925
2010-08-12,1.417617,6.374403,1.587972,12.440859,6.826405,1215.256307,36.867947,108.057910
2010-08-13,1.428395,6.540068,1.563754,12.448493,6.842739,1221.839032,37.310353,108.166774
2010-08-16,1.443972,6.598202,1.599134,12.473040,6.852426,1224.558970,36.449137,109.107903
2010-08-17,1.434040,6.576403,1.570776,12.453250,6.857169,1231.306438,36.656922,109.694047
2010-08-18,1.451990,6.616421,1.571687,12.425563,6.844727,1233.193836,36.914519,110.132434
2010-08-19,1.442001,6.588750,1.580010,12.419685,6.837673,1231.804629,37.584474,109.769917
2010-08-20,1.437156,6.562084,1.572100,12.258163,6.847850,1224.303410,36.983851,110.082250
2010-08-23,1.446710,6.596322,1.591552,12.329137,6.841281,1222.485144,37.295269,110.792817
2010-08-24,1.440265,6.601500,1.671638,12.288701,6.845791,1233.203236,36.683703,111.041365
2010-08-25,1.441911,6.573878,1.640335,12.430813,6.863047,1235.905118,36.447139,110.414335
2010-08-26,1.438526,6.606413,1.614042,12.450976,6.874344,1225.652878,36.003979,110.064976
2010-08-27,1.432178,6.670658,1.660674,12.503985,6.860087,1228.977089,35.974204,110.505814
2010-08-30,1.432137,6.467078,1.672394,12.562021,6.862685,1227.885785,36.373652,110.279664
2010-08-31,1.429365,6.496936,1.656857,12.511838,6.858968,1233.527686,37.584254,110.657647
2010-09-01,1.433301,6.510713,1.666113,12.473750,6.854908,1234.916142,37.836356,110.649069
2010-09-02,1.436486,6.603802,1.662980,12.571203,6.877849,1240.567866,37.679477,110.703724
2010-09-03,1.441580,6.567917,1.673243,12.616198,6.916213,1240.223652,35.345470,110.395176
2010-09-06,1.476965,6.586545,1.681356,12.569775,6.918060,1239.813837,34.596741,110.310177
2010-09-07,1.471577,6.642573,1.627324,12.661436,6.927875,1236.464851,34.231103,109.989847
2010-09-08,1.476281,6.651330,1.631209,12.575195,6.942977,1235.089881,33.893035,110.787845
2010-09-09,1.478655,6.643932,1.624498,12.536306,6.922921,1242.636339,33.645739,111.161551
2010-09-10,1.475182,6.638448,1.641230,12.534714,6.936048,1251.546938,33.332361,112.763773
2010-09-13,1.468459,6.689046,1.648521,12.520753,6.948051,1250.092936,33.009248,111.745188
2010-09-14,1.471111,6.740277,1.694410,12.602010,6.914370,1247.277790,32.480828,111.746851
2010-09-15,1.463695,6.758535,1.696504,12.534963,6.951041,1254.378930,33.195783,112.105876
2010-09-16,1.454589,6.763418,1.717477,12.545224,6.952191,1253.316252,33.188394,112.018219
2010-09-17,1.463203,6.614644,1.713278,12.467361,6.937432,1253.352385,32.515187,111.768933
2010-09-20,1.444474,6.636849,1.705609,12.399896,6.943049,1260.259406,32.837947,112.068580
2010-09-21,1.453438,6.827276,1.701938,12.333217,6.955473,1259.141467,32.931854,112.392846
2010-09-22,1.487868,6.843646,1.705400,12.295805,6.917315,1251.367539,32.704090,112.285030
2010-09-23,1.473714,6.795225,1.716071,12.260934,6.847179,1200.294154,32.822006,112.876901
2010-09-24,1.444716,6.844138,1.706391,12.245401,6.838466,1189.709022,33.571237,113.109847
2010-09-27,1.445192,6.834591,1.708980,12.285629,6.829325,1179.063453,32.882539,113.188601
2010-09-28,1.434449,6.863734,1.709282,12.263452,6.838643,1183.807548,32.268410,113.337868
2010-09-29,1.427778,6.792272,1.706421,12.095888,6.843258,1194.046139,32.909528,113.158753
2010-09-30,1.404960,6.807314,1.688842,12.129275,6.819137,1193.919153,33.929580,113.165086
2010-10-01,1.407013,6.842548,1.669987,12.148608,6.834285,1192.358387,34.305848,113.515444
2010-10-04,1.405838,6.784452,1.683735,11.986493,6.811124,1201.269966,34.093720,113.556590
2010-10-05,1.400141,6.769017,1.688657,12.021379,6.809170,1200.857853,33.058232,113.986264
2010-10-06,1.397537,6.835700,1.691906,12.038090,6.763726,1188.218906,33.810000,113.600647
2010-10-07,1.398762,6.843332,1.701606,11.883207,6.748874,1186.162898,33.469083,113.398247
2010-10-08,1.400546,6.799080,1.686239,11.828736,6.750021,1169.351344,34.692956,113.284401
2010-10-11,1.418200,6.825990,1.688349,11.887732,6.742305,1167.476455,34.270123,113.844775
2010-10-12,1.413302,6.846068,1.668318,11.915410,6.753828,1180.703130,34.498795,113.758914
2010-10-13,1.395916,6.830656,1.644582,11.818735,6.748384,1185.753305,34.800195,113.356829
2010-10-14,1.394180,6.842822,1.654259,11.753805,6.757584,1186.661013,35.287079,112.018962
2010-10-15,1.367936,6.860377,1.725099,11.792843,6.641805,1188.580610,34.822064,112.433430
2010-10-18,1.345865,6.872417,1.701736,11.640697,6.647577,1198.351191,34.425717,112.671613
2010-10-19,1.339541,6.799852,1.692100,11.678134,6.654158,1194.420514,33.651548,112.646812
2010-10-20,1.330060,6.738045,1.702121,11.649578,6.650915,1188.638610,33.890400,112.382863
2010-10-21,1.334140,6.763688,1.693835,11.746664,6.651988,1188.840954,34.262215,113.450702
2010-10-22,1.342109,6.550504,1.637626,11.781297,6.652101,1184.106631,34.564414,113.006878
2010-10-25,1.353067,6.555384,1.593413,11.976990,6.650865,1180.263972,34.578695,112.646873
2010-10-26,1.343463,6.591978,1.598256,12.063480,6.647761,1184.142831,34.245944,112.945708
2010-10-27,1.354289,6.592531,1.595492,12.099406,6.671732,1181.987732,34.195076,113.080727
2010-10-28,1.357866,6.462557,1.594033,12.140471,6.637342,1186.180594,35.197375,113.041672
2010-10-29,1.359028,6.481899,1.569025,12.190196,6.619532,1184.686613,35.477898,112.692621
2010-11-01,1.366328,6.455525,1.525350,12.216254,6.615034,1190.276914,35.790324,112.956751
2010-11-02,1.374192,6.590381,1.521300,12.177041,6.623670,1184.390931,35.516224,112.273746
2010-11-03,1.369203,6.735923,1.508392,12.160441,6.618947,1181.958966,35.363622,112.069706
2010-11-04,1.366291,6.645046,1.503612,12.115666,6.612699,1185.749422,36.786690,111.553991
2010-11-05,1.370947,6.620069,1.526696,12.205372,6.616378,1182.867415,36.555380,111.858244
2010-11-08,1.393586,6.820998,1.520920,12.312780,6.607332,1180.803529,36.439055,112.598842
2010-11-09,1.394480,6.768055,1.452711,12.351898,6.609762,1170.585502,36.181811,112.535524
2010-11-10,1.416537,6.913673,1.451253,12.401489,6.602611,1176.490535,36.443407,112.586127
2010-11-11,1.417774,6.795128,1.474439,12.508129,6.596694,1167.553932,36.370694,111.650808
2010-11-12,1.453824,6.916101,1.477828,12.513765,6.582007,1164.246151,36.467813,111.507219
2010-11-15,1.455141,6.940965,1.502264,12.463219,6.580167,1163.082915,35.721561,111.791132
2010-11-16,1.457190,6.855513,1.500539,12.508291,6.601164,1166.052473,35.835889,110.633963
2010-11-17,1.432600,6.878692,1.513735,12.467307,6.597805,1165.843770,36.524597,110.093470
2010-11-18,1.450850,6.811351,1.501839,12.436165,6.601722,1165.127396,36.711186,110.152228
2010-11-19,1.450624,6.890270,1.524969,12.554381,6.656827,1169.407080,37.205325,110.257712
2010-11-22,1.448885,6.920983,1.514254,12.643180,6.646715,1172.665346,38.591368,110.393668
2010-11-23,1.429018,6.960013,1.557642,12.701140,6.616486,1169.735412,38.100270,109.431594
2010-11-24,1.394052,6.797439,1.557555,12.564177,6.626245,1156.195272,37.643173,110.001172
2010-11-25,1.391805,6.894137,1.553580,12.577539,6.636523,1154.090726,37.358503,109.870850
2010-11-26,1.384131,6.827128,1.541433,12.526678,6.614984,1157.009181,36.863688,109.831965
2010-11-29,1.536756,6.786048,1.544910,12.628042,6.610874,1157.905358,36.456724,109.711423
2010-11-30,1.554017,6.777240,1.553532,12.517047,6.625153,1165.706285,34.424970,109.145775
2010-12-01,1.573395,6.806690,1.579342,12.495997,6.604745,1176.309414,33.955245,108.848297
2010-12-02,1.565732,6.895968,1.587946,12.538386,6.613843,1166.704089,34.741916,109.411123
2010-12-03,1.584010,6.752316,1.637087,12.528648,6.637291,1164.055007,34.782793,109.299302
2010-12-06,1.572999,6.741753,1.637186,12.681799,6.604074,1164.963469,34.036210,109.460956
2010-12-07,1.548332,6.862974,1.603370,12.679706,6.621285,1159.926103,34.204777,109.158391
2010-12-08,1.545340,6.858247,1.610886,12.701515,6.620722,1155.398204,34.216425,109.140559
2010-12-09,1.560660,6.843200,1.609802,12.777780,6.621134,1157.211290,33.932228,110.288823
2010-12-10,1.562340,6.839167,1.611489,12.833844,6.624269,1148.950291,35.148611,110.101531
2010-12-13,1.556540,6.824948,1.591827,12.843529,6.624558,1148.605329,35.099480,110.428204
2010-12-14,1.553978,6.821726,1.599333,12.799443,6.629890,1149.786974,35.582536,110.421987
2010-12-15,1.561055,6.912755,1.595583,12.701767,6.624781,1151.568378,35.623304,110.755964
2010-12-16,1.585511,6.871937,1.594536,12.738300,6.626148,1142.222634,33.326124,110.536780
2010-12-17,1.581564,6.874144,1.556263,12.770304,6.624129,1141.770343,33.760138,110.905535
2010-12-20,1.574967,6.798041,1.558231,12.815417,6.624831,1140.974060,33.462818,110.613949
2010-12-21,1.593202,6.738841,1.536692,12.760231,6.625590,1149.896625,32.759023,110.705823
2010-12-22,1.588402,6.703269,1.521095,12.528848,6.625819,1162.424667,32.720072,110.718554
2010-12-23,1.613366,6.661454,1.509948,12.539978,6.604759,1160.417521,32.960717,110.792785
2010-12-24,1.648999,6.508700,1.517596,12.485597,6.606427,1160.646037,32.942515,110.822416
2010-12-27,1.648513,6.503263,1.533536,12.514664,6.586845,1168.499156,32.354952,110.628762
2010-12-28,1.672865,6.508019,1.550615,12.449053,6.593676,1153.431864,32.345080,110.481826
2010-12-29,1.669532,6.503214,1.553952,12.425107,6.587904,1149.556546,31.947463,110.707992
2010-12-30,1.679480,6.521520,1.548591,12.396114,6.580471,1135.564576,32.626074,109.803612
2010-12-31,1.660000,6.620000,1.550000,12.340000,6.590000,1135.000000,33.000000,109.900000
2011-01-03,1.665525,6.623894,1.544806,12.544188,6.588465,1134.189241,32.448980,110.423590
2011-01-04,1.651403,6.677807,1.536710,12.512103,6.580437,1150.280565,32.417581,109.909318
2011-01-05,1.665938,6.688024,1.529639,12.535341,6.591628,1152.940994,31.898071,110.578896
2011-01-06,1.656486,6.624217,1.527537,12.568900,6.573659,1151.433883,31.286996,110.586039
2011-01-07,1.673553,6.578672,1.543577,12.549402,6.580130,1149.452375,31.317001,111.350045
2011-01-10,1.662966,6.548149,1.480716,12.287802,6.592785,1142.568462,31.127882,110.985881
2011-01-11,1.665078,6.564324,1.469087,12.270746,6.617958,1143.207892,31.012835,111.093673
2011-01-12,1.641294,6.477725,1.474738,12.288610,6.628490,1147.601267,30.753835,111.301919
2011-01-13,1.644137,6.403972,1.476878,12.221801,6.630110,1145.416023,31.128862,111.325853
2011-01-14,1.604436,6.452035,1.491998,12.202682,6.636094,1146.074026,31.665227,111.375347
2011-01-17,1.598436,6.591490,1.482772,12.081007,6.629236,1146.815921,32.075258,111.556622
2011-01-18,1.592179,6.613557,1.467922,12.190747,6.634321,1141.276483,32.600402,111.000178
2011-01-19,1.586095,6.682397,1.470318,12.251831,6.635288,1139.925739,32.510082,111.220586
2011-01-20,1.579518,6.714984,1.461800,12.174579,6.627840,1138.933249,31.957111,110.851396
2011-01-21,1.611653,6.717807,1.461851,12.224578,6.619868,1142.234299,31.985818,110.827103
2011-01-24,1.628136,6.716259,1.417937,12.196462,6.613444,1134.410477,31.940901,110.423301
2011-01-25,1.625553,6.704483,1.436670,12.211130,6.602848,1134.172558,32.451968,110.270861
2011-01-26,1.625526,6.821783,1.452889,12.502142,6.622363,1128.064424,30.763347,110.341871
2011-01-27,1.656317,6.883790,1.489846,12.530008,6.616972,1132.842889,30.569769,111.313689
2011-01-28,1.669948,6.716765,1.509796,12.588900,6.612792,1151.471604,31.101045,111.565585
2011-01-31,1.650819,6.731698,1.517216,12.794894,6.624613,1161.418350,31.419617,111.957151
2011-02-01,1.640017,6.627394,1.537370,12.781474,6.620404,1179.162439,31.266296,111.762680
2011-02-02,1.642093,6.603569,1.534326,12.747708,6.638018,1165.409625,31.033938,111.365545
2011-02-03,1.640444,6.589252,1.528493,12.587887,6.618812,1163.988686,31.101698,111.677748
2011-02-04,1.661011,6.469694,1.525192,12.678521,6.605290,1160.227747,30.807605,112.340523
2011-02-07,1.688329,6.255518,1.590628,12.760009,6.607071,1157.250116,30.666640,112.354249
2011-02-08,1.694329,6.359208,1.594174,12.805768,6.614846,1163.979352,30.143683,112.186415
2011-02-09,1.698148,6.351945,1.586757,12.802157,6.614420,1162.172979,29.773614,111.856370
2011-02-10,1.691545,6.379986,1.592845,12.730430,6.616297,1161.150950,30.426927,112.519413
