Date,BRL_Open,BRL_High,BRL_Low,BRL_Close,BRL_Volume,ZAR_Open,ZAR_High,ZAR_Low,ZAR_Close,ZAR_Volume,TRY_Open,TRY_High,TRY_Low,TRY_Close,TRY_Volume,MXN_Open,MXN_High,MXN_Low,MXN_Close,MXN_Volume,CNY_Open,CNY_High,CNY_Low,CNY_Close,CNY_Volume,KRW_Open,KRW_High,KRW_Low,KRW_Close,KRW_Volume,TNX_Open,TNX_High,TNX_Low,TNX_Close,TNX_Volume,EMB_Open,EMB_High,EMB_Low,EMB_Close,EMB_Volume
2010-01-22,1.815453,1.817922,1.783346,1.785770,0.000000,6.850082,6.950304,6.780250,6.879450,0.000000,1.477486,1.477486,1.451719,1.451719,0.000000,13.559198,13.695919,13.440160,13.575681,0.000000,6.889682,6.898748,6.867185,6.876221,0.000000,1155.191338,1159.297923,1146.569065,1150.644998,0.000000,37.399623,37.399623,36.333330,36.333330,0.000000,106.959240,107.310173,106.597863,106.947611,0.000000
2010-01-25,1.782344,1.797478,1.776591,1.791676,0.000000,6.879897,6.991313,6.856989,6.968034,0.000000,1.453857,1.457389,1.429414,1.432886,0.000000,13.596870,13.599748,13.459284,13.462133,0.000000,6.888180,6.911657,6.868125,6.891534,0.000000,1151.740629,1151.740629,1143.779090,1143.779090,0.000000,36.419960,37.094600,35.874480,36.539015,0.000000,106.821839,107.197057,106.596354,106.970779,0.000000
2010-01-26,1.791322,1.801695,1.767480,1.777715,0.000000,6.982421,7.014764,6.890274,6.922190,0.000000,1.432122,1.457505,1.422625,1.447840,0.000000,13.490757,13.555552,13.401953,13.466322,0.000000,6.897944,6.911745,6.869582,6.883326,0.000000,1142.833788,1162.894237,1142.833788,1162.894237,0.000000,36.519401,36.616385,35.725561,35.820437,0.000000,106.970176,107.647813,106.674200,107.349962,0.000000
2010-01-27,1.778724,1.785192,1.771307,1.777748,0.000000,6.910563,7.018517,6.840057,6.946910,0.000000,1.448122,1.473308,1.445468,1.470608,0.000000,13.459743,13.476124,13.365107,13.381373,0.000000,6.878070,6.892789,6.862296,6.876981,0.000000,1165.507988,1172.054098,1156.969227,1163.467379,0.000000,35.854467,36.210678,35.632486,35.986493,0.000000,107.119530,107.214898,106.757081,106.852126,0.000000
2010-01-28,1.777804,1.781261,1.765322,1.768755,0.000000,6.936186,6.995153,6.845387,6.903582,0.000000,1.471114,1.480840,1.446928,1.456493,0.000000,13.400364,13.511998,13.390776,13.502330,0.000000,6.879066,6.900059,6.859367,6.880300,0.000000,1163.199052,1171.406404,1153.859553,1162.001007,0.000000,36.000669,36.434462,35.385999,35.812385,0.000000,106.934419,107.088822,106.275361,106.428813,0.000000
2010-01-29,1.770417,1.786793,1.753123,1.769340,0.000000,6.898881,6.938073,6.854502,6.893442,0.000000,1.457201,1.484245,1.446676,1.473525,0.000000,13.494546,13.725256,13.458037,13.688122,0.000000,6.875098,6.896207,6.874452,6.895559,0.000000,1159.879784,1167.930075,1155.633589,1163.654409,0.000000,35.790291,37.091430,35.740807,37.040147,0.000000,106.377864,106.967058,106.248956,106.837436,0.000000
2010-02-01,1.770082,1.779231,1.748121,1.757156,0.000000,6.901245,6.925590,6.845647,6.869795,0.000000,1.475033,1.475033,1.444521,1.444521,0.000000,13.715390,13.816487,13.573404,13.673454,0.000000,6.911407,6.921618,6.880541,6.890706,0.000000,1162.553994,1168.465397,1156.129108,1162.007842,0.000000,37.089006,37.089006,35.469327,35.469327,0.000000,106.775276,107.545927,106.486712,107.255280,0.000000
2010-02-02,1.757611,1.774539,1.733933,1.750633,0.000000,6.871624,6.899276,6.813663,6.841081,0.000000,1.445371,1.465418,1.418050,1.437717,0.000000,13.683835,13.731450,13.605331,13.652673,0.000000,6.884474,6.920553,6.882335,6.918403,0.000000,1162.155154,1168.384082,1154.738918,1160.928096,0.000000,35.467483,36.551995,35.467483,36.551995,0.000000,107.196599,107.196599,105.905943,105.905943,0.000000
2010-02-03,1.748376,1.771951,1.732432,1.755792,0.000000,6.835177,6.840593,6.786324,6.791700,0.000000,1.439731,1.443884,1.430353,1.434479,0.000000,13.628458,13.793593,13.569178,13.733595,0.000000,6.921907,6.929877,6.900043,6.907987,0.000000,1159.649479,1164.912253,1155.169821,1160.412266,0.000000,36.541825,37.263447,36.266475,36.982658,0.000000,106.066639,106.728447,106.066639,106.728447,0.000000
2010-02-04,1.755023,1.758757,1.736977,1.740672,0.000000,6.792084,6.809185,6.764787,6.781818,0.000000,1.433317,1.447143,1.421880,1.435596,0.000000,13.725475,13.789446,13.675030,13.738766,0.000000,6.900584,6.935229,6.900584,6.935229,0.000000,1161.386651,1165.966224,1161.269231,1165.848342,0.000000,37.005026,37.672528,36.641792,37.302742,0.000000,106.893116,106.893116,105.835897,105.835897,0.000000
2010-02-05,1.739475,1.767950,1.724944,1.753181,0.000000,6.772173,6.853417,6.724019,6.804684,0.000000,1.434918,1.447446,1.403595,1.415850,0.000000,13.734593,13.897401,13.734593,13.897401,0.000000,6.937499,6.953126,6.917914,6.933497,0.000000,1165.861488,1171.716697,1159.676813,1165.500961,0.000000,37.275976,37.936498,36.543477,37.191019,0.000000,105.879742,106.821820,105.609851,106.549527,0.000000
2010-02-08,1.752880,1.754443,1.726928,1.728468,0.000000,6.796396,6.888416,6.782224,6.874052,0.000000,1.417011,1.418827,1.380181,1.381949,0.000000,13.901244,14.043338,13.785431,13.926341,0.000000,6.942541,6.956782,6.941220,6.955459,0.000000,1162.874018,1172.765835,1157.277439,1167.121649,0.000000,37.210140,37.771256,36.791727,37.346533,0.000000,106.757226,107.303648,106.106915,106.650009,0.000000
2010-02-09,1.733780,1.764737,1.733780,1.764737,0.000000,6.868747,6.887020,6.775921,6.793948,0.000000,1.381338,1.409309,1.371344,1.399112,0.000000,13.946501,13.946889,13.838410,13.838795,0.000000,6.960969,6.969814,6.925455,6.934256,0.000000,1165.737102,1165.737102,1146.826481,1146.826481,0.000000,37.371169,37.898819,36.410175,36.924256,0.000000,106.794295,107.204955,106.690240,107.100501,0.000000
2010-02-10,1.764186,1.800578,1.755910,1.792131,0.000000,6.797466,6.836506,6.745314,6.784054,0.000000,1.398329,1.422748,1.375884,1.399912,0.000000,13.812080,13.857034,13.656734,13.701182,0.000000,6.940372,6.959425,6.928286,6.947305,0.000000,1145.996189,1159.336849,1142.179792,1155.476025,0.000000,36.935952,37.627178,36.286620,36.965694,0.000000,107.073843,107.140792,106.121267,106.187620,0.000000
2010-02-11,1.793455,1.800942,1.766056,1.773429,0.000000,6.781918,6.847275,6.781918,6.847275,0.000000,1.399848,1.407805,1.384310,1.392178,0.000000,13.699923,13.733420,13.648857,13.682229,0.000000,6.955213,6.960609,6.922004,6.927375,0.000000,1155.438463,1156.265163,1143.293229,1144.111240,0.000000,36.928785,37.017650,36.330376,36.417800,0.000000,106.232739,106.633904,106.146975,106.547816,0.000000
2010-02-12,1.774456,1.805150,1.758218,1.788631,0.000000,6.847742,6.918093,6.768040,6.837572,0.000000,1.392669,1.417063,1.379208,1.403366,0.000000,13.722727,13.787976,13.573168,13.637705,0.000000,6.922440,6.937849,6.922440,6.937849,0.000000,1144.074969,1144.074969,1123.241293,1123.241293,0.000000,36.392992,36.805643,35.937378,36.344863,0.000000,106.644475,107.640581,106.644475,107.640581,0.000000
2010-02-15,1.790137,1.814401,1.771612,1.795626,0.000000,6.846493,6.935902,6.842687,6.932047,0.000000,1.402668,1.408000,1.390348,1.395633,0.000000,13.631065,13.666189,13.567651,13.602611,0.000000,6.932040,6.958859,6.914545,6.941297,0.000000,1122.540744,1129.826325,1118.704005,1125.964684,0.000000,36.408959,36.716620,35.700335,36.002008,0.000000,107.530291,107.993164,106.952043,107.412427,0.000000
2010-02-16,1.796944,1.812926,1.772875,1.788643,0.000000,6.929192,6.946941,6.886442,6.904081,0.000000,1.396461,1.406688,1.370084,1.380117,0.000000,13.592357,13.592357,13.317165,13.317165,0.000000,6.936749,6.941541,6.913241,6.918016,0.000000,1124.603467,1133.545714,1124.603467,1133.545714,0.000000,35.981607,36.505832,35.961645,36.485579,0.000000,107.403888,107.462775,106.812757,106.871320,0.000000
2010-02-17,1.784858,1.796562,1.779773,1.791443,0.000000,6.913663,7.045926,6.913236,7.045492,0.000000,1.382034,1.382034,1.346430,1.346430,0.000000,13.317883,13.408296,13.143249,13.232477,0.000000,6.917509,6.930791,6.908202,6.921466,0.000000,1132.934483,1136.324309,1125.749213,1129.117540,0.000000,36.450947,36.583528,35.693866,35.823694,0.000000,106.934388,107.003497,105.932812,106.001274,0.000000
2010-02-18,1.791518,1.803757,1.771251,1.783352,0.000000,7.038495,7.061912,6.985065,7.008305,0.000000,1.344029,1.366446,1.335613,1.357889,0.000000,13.214639,13.318029,13.118198,13.220834,0.000000,6.915654,6.931415,6.901156,6.916884,0.000000,1130.109961,1132.497976,1127.280065,1129.662101,0.000000,35.855139,36.789415,35.855139,36.789415,0.000000,105.881247,106.272546,105.200292,105.589074,0.000000
2010-02-19,1.780414,1.788797,1.773492,1.781843,0.000000,7.024134,7.039292,6.968814,6.983853,0.000000,1.354788,1.377387,1.346941,1.369410,0.000000,13.230869,13.341183,13.230869,13.341183,0.000000,6.903206,6.919677,6.895149,6.911600,0.000000,1129.221849,1134.295806,1128.071405,1133.140193,0.000000,36.814668,37.432663,36.221357,36.829393,0.000000,105.573789,106.244762,105.304644,105.973907,0.000000
2010-02-22,1.779049,1.805069,1.761959,1.787729,0.000000,6.973634,7.108708,6.973634,7.108708,0.000000,1.370442,1.393779,1.357214,1.380326,0.000000,13.343540,13.407640,13.292307,13.356161,0.000000,6.912307,6.915697,6.897148,6.900531,0.000000,1132.226617,1154.179473,1132.226617,1154.179473,0.000000,36.812535,37.755170,36.151639,37.077351,0.000000,105.989808,106.237753,105.588326,105.835332,0.000000
2010-02-23,1.789721,1.817849,1.777093,1.805023,0.000000,7.093441,7.203036,7.058100,7.167148,0.000000,1.379228,1.389669,1.360689,1.370990,0.000000,13.368901,13.423571,13.231729,13.285838,0.000000,6.894334,6.904231,6.885253,6.895137,0.000000,1153.778785,1159.020129,1148.033372,1153.248616,0.000000,37.036860,38.105111,37.036860,38.105111,0.000000,105.845879,106.164545,105.618425,105.936407,0.000000
2010-02-24,1.804857,1.819137,1.790050,1.804212,0.000000,7.168689,7.202742,7.148343,7.182299,0.000000,1.372988,1.385807,1.350381,1.362989,0.000000,13.301056,13.412267,13.167318,13.277411,0.000000,6.899311,6.925861,6.894851,6.921383,0.000000,1155.134880,1159.969493,1151.367902,1156.186749,0.000000,38.054942,38.260439,37.635234,37.838465,0.000000,106.008281,107.480926,106.008281,107.480926,0.000000
2010-02-25,1.802025,1.806097,1.767705,1.771699,0.000000,7.180786,7.252213,7.152916,7.224066,0.000000,1.366906,1.384403,1.343286,1.360481,0.000000,13.304379,13.436034,13.209952,13.340672,0.000000,6.918072,6.947805,6.918072,6.947805,0.000000,1156.541197,1167.794178,1150.817585,1162.014877,0.000000,37.728551,38.922554,37.530819,38.718564,0.000000,107.542711,107.542711,106.514323,106.514323,0.000000
2010-02-26,1.769400,1.779617,1.762025,1.772200,0.000000,7.229767,7.295804,7.142416,7.207654,0.000000,1.360288,1.382862,1.344151,1.366457,0.000000,13.335692,13.470627,13.311064,13.445751,0.000000,6.937917,6.969850,6.925948,6.957825,0.000000,1159.442843,1168.681662,1159.442843,1168.681662,0.000000,38.658023,39.412689,38.191377,38.936933,0.000000,106.628689,107.383372,106.413100,107.166257,0.000000
2010-03-01,1.772525,1.781082,1.745817,1.754245,0.000000,7.213877,7.243223,7.088382,7.117217,0.000000,1.365933,1.382079,1.344437,1.360329,0.000000,13.450528,13.519255,13.321531,13.389599,0.000000,6.963576,6.981093,6.952487,6.969975,0.000000,1169.883814,1178.906384,1169.883814,1178.906384,0.000000,38.946426,39.067103,38.287583,38.406218,0.000000,107.193427,107.193427,106.361032,106.361032,0.000000
2010-03-02,1.750838,1.767513,1.736150,1.752686,0.000000,7.106421,7.151872,7.075567,7.120821,0.000000,1.360319,1.373097,1.347311,1.359966,0.000000,13.364322,13.516919,13.364322,13.516919,0.000000,6.978125,6.989135,6.965716,6.976707,0.000000,1179.778739,1179.913425,1171.578689,1171.712438,0.000000,38.388661,39.265588,37.668299,38.528771,0.000000,106.295425,106.892764,106.257867,106.854995,0.000000
2010-03-03,1.755463,1.780159,1.753507,1.778175,0.000000,7.120643,7.155456,7.058039,7.092545,0.000000,1.360349,1.388193,1.351810,1.379479,0.000000,13.531609,13.676829,13.458617,13.603054,0.000000,6.977224,7.003605,6.963412,6.989741,0.000000,1171.550835,1178.550273,1166.629108,1173.599142,0.000000,38.510648,38.663883,37.915976,38.066845,0.000000,106.782950,108.173526,106.782950,108.173526,0.000000
2010-03-04,1.779568,1.797694,1.760657,1.778591,0.000000,7.110866,7.251894,7.098976,7.239768,0.000000,1.379417,1.387138,1.369123,1.376787,0.000000,13.606229,13.692456,13.537959,13.623753,0.000000,6.986827,7.008001,6.979375,7.000526,0.000000,1172.369782,1175.233081,1170.447545,1173.306150,0.000000,38.060493,38.912733,37.204002,38.037064,0.000000,108.074701,108.932222,107.712939,108.567590,0.000000
2010-03-05,1.780506,1.780506,1.766593,1.766593,0.000000,7.237124,7.361581,7.196232,7.319985,0.000000,1.375543,1.392785,1.343525,1.360365,0.000000,13.630317,13.688996,13.528731,13.586974,0.000000,6.991060,7.020561,6.976260,7.005698,0.000000,1173.510051,1193.872433,1173.510051,1193.872433,0.000000,38.039814,38.492930,37.744079,38.193673,0.000000,108.657374,109.266462,108.360431,108.967855,0.000000
2010-03-08,1.768950,1.786769,1.763988,1.781757,0.000000,7.332801,7.355982,7.287579,7.310617,0.000000,1.360929,1.366297,1.320052,1.325259,0.000000,13.582172,13.666888,13.528192,13.612570,0.000000,7.017060,7.020331,7.001951,7.005214,0.000000,1190.125039,1202.574604,1190.020749,1202.469224,0.000000,38.229454,38.295507,37.419328,37.483981,0.000000,108.794232,108.978081,108.039681,108.222255,0.000000
2010-03-09,1.783553,1.810662,1.772436,1.799376,0.000000,7.311401,7.353980,7.244674,7.286865,0.000000,1.322586,1.330307,1.303229,1.310837,0.000000,13.611739,13.611739,13.415171,13.415171,0.000000,6.996748,7.010844,6.994223,7.008315,0.000000,1203.544737,1210.132802,1199.132599,1205.696512,0.000000,37.476993,37.952449,36.744819,37.210986,0.000000,108.248795,109.135312,108.023642,108.908316,0.000000
2010-03-10,1.801932,1.819273,1.775189,1.792273,0.000000,7.284358,7.389600,7.203262,7.307332,0.000000,1.311353,1.322423,1.290669,1.301565,0.000000,13.429645,13.503787,13.334324,13.407940,0.000000,7.013344,7.013344,6.973997,6.973997,0.000000,1204.873660,1218.780187,1200.311141,1214.165008,0.000000,37.231503,37.668881,36.628148,37.058438,0.000000,108.955278,109.879372,108.579688,109.500596,0.000000
2010-03-11,1.791728,1.796645,1.762626,1.767464,0.000000,7.299294,7.299294,7.058700,7.058700,0.000000,1.301696,1.301696,1.283930,1.283930,0.000000,13.405821,13.520177,13.292131,13.405518,0.000000,6.988414,7.005470,6.966571,6.983573,0.000000,1213.949719,1223.650946,1208.595947,1218.254389,0.000000,37.090961,37.702198,36.431377,37.031745,0.000000,109.576748,109.624896,108.626933,108.674662,0.000000
2010-03-12,1.767909,1.793614,1.743786,1.769140,0.000000,7.054105,7.122859,7.033519,7.102071,0.000000,1.285611,1.302991,1.266602,1.283725,0.000000,13.407135,13.549047,13.377235,13.518831,0.000000,6.983714,6.993627,6.969646,6.979540,0.000000,1219.592215,1224.852458,1215.228628,1220.470050,0.000000,37.000202,37.432828,36.152188,36.574899,0.000000,108.782073,108.825157,108.433089,108.476034,0.000000
2010-03-15,1.767772,1.788739,1.739179,1.759807,0.000000,7.090607,7.146603,7.060256,7.116013,0.000000,1.283935,1.299499,1.257834,1.273083,0.000000,13.514858,13.592331,13.514244,13.591714,0.000000,6.966401,6.985478,6.954881,6.973927,0.000000,1220.842283,1231.112922,1212.486464,1222.686808,0.000000,36.573874,36.931114,36.350284,36.705340,0.000000,108.518234,108.631564,107.408021,107.520192,0.000000
2010-03-16,1.763316,1.763316,1.739588,1.739588,0.000000,7.127671,7.218994,7.087580,7.178389,0.000000,1.273701,1.280307,1.238080,1.244502,0.000000,13.590235,13.684501,13.463418,13.556804,0.000000,6.980066,6.980066,6.941592,6.941592,0.000000,1222.313474,1229.284621,1213.241847,1220.161257,0.000000,36.707198,36.972248,35.868442,36.127436,0.000000,107.447012,108.501829,107.447012,108.501829,0.000000
2010-03-17,1.740103,1.749266,1.716478,1.725516,0.000000,7.177758,7.177758,7.102309,7.102309,0.000000,1.243325,1.268070,1.223720,1.248075,0.000000,13.567910,13.594749,13.414753,13.441289,0.000000,6.946641,6.970407,6.927682,6.951384,0.000000,1218.857691,1218.857691,1206.412933,1206.412933,0.000000,36.116826,36.484376,35.660155,36.023058,0.000000,108.359560,108.732021,108.054772,108.426185,0.000000
2010-03-18,1.726590,1.742962,1.723119,1.739458,0.000000,7.097292,7.190129,7.097292,7.190129,0.000000,1.248293,1.268553,1.227265,1.247183,0.000000,13.432744,13.575432,13.391477,13.533727,0.000000,6.964626,6.984635,6.948102,6.968064,0.000000,1207.307222,1214.587819,1207.307222,1214.587819,0.000000,36.073939,36.710988,35.356244,35.980619,0.000000,108.353075,108.394522,107.930031,107.971316,0.000000
2010-03-19,1.738169,1.752742,1.720633,1.735059,0.000000,7.197011,7.254953,7.104686,7.161885,0.000000,1.248153,1.262190,1.236845,1.250755,0.000000,13.526726,13.592808,13.419303,13.484860,0.000000,6.961398,6.973708,6.954023,6.966319,0.000000,1213.746669,1228.257003,1212.710730,1227.208679,0.000000,35.987444,36.385869,35.814102,36.210608,0.000000,107.982904,108.123819,107.628540,107.768993,0.000000
2010-03-22,1.734486,1.734486,1.701901,1.701901,0.000000,7.154737,7.249206,7.068997,7.162334,0.000000,1.252032,1.264905,1.237228,1.249949,0.000000,13.474738,13.474738,13.368107,13.368107,0.000000,6.972915,6.977043,6.936555,6.940662,0.000000,1227.531104,1233.626054,1221.981162,1228.048555,0.000000,36.181216,36.656806,35.113716,35.575275,0.000000,107.898540,108.625389,107.582142,108.306861,0.000000
2010-03-23,1.701440,1.703658,1.685600,1.687797,0.000000,7.166679,7.214437,7.051272,7.098261,0.000000,1.250097,1.272543,1.233820,1.255974,0.000000,13.363157,13.471910,13.220138,13.327727,0.000000,6.929269,6.948401,6.917315,6.936415,0.000000,1227.490483,1240.310078,1226.871592,1239.684724,0.000000,35.542639,35.596566,34.940860,34.993874,0.000000,108.431110,108.743941,107.674181,107.984829,0.000000
2010-03-24,1.686395,1.699792,1.675401,1.688710,0.000000,7.104236,7.204628,7.081146,7.181212,0.000000,1.257967,1.283451,1.257967,1.283451,0.000000,13.327188,13.396647,13.226888,13.295824,0.000000,6.939369,6.963303,6.925803,6.949690,0.000000,1240.903896,1243.295336,1227.923141,1230.289564,0.000000,34.949767,35.632524,34.467971,35.141315,0.000000,108.081912,108.216663,107.051891,107.185357,0.000000
2010-03-25,1.686940,1.705062,1.677313,1.695331,0.000000,7.189120,7.242616,7.139485,7.192612,0.000000,1.285089,1.299902,1.267052,1.281657,0.000000,13.287280,13.287280,13.147201,13.147201,0.000000,6.962179,6.963469,6.940474,6.941760,0.000000,1229.851918,1238.979608,1229.150964,1238.273451,0.000000,35.169990,35.436756,34.895798,35.160484,0.000000,107.352542,108.203226,107.096320,107.944973,0.000000
2010-03-26,1.697091,1.723302,1.683085,1.709079,0.000000,7.195961,7.241760,7.124727,7.170073,0.000000,1.280822,1.299800,1.254640,1.273230,0.000000,13.143145,13.156581,13.077316,13.090684,0.000000,6.951706,6.951706,6.930059,6.930059,0.000000,1240.473311,1245.296494,1229.789761,1234.571405,0.000000,35.177671,35.569470,34.779239,35.166601,0.000000,107.937782,108.567928,107.544433,108.172283,0.000000
2010-03-29,1.708169,1.748202,1.705701,1.745676,0.000000,7.180689,7.232315,7.085627,7.136569,0.000000,1.270091,1.288242,1.248567,1.266410,0.000000,13.101394,13.223941,13.039003,13.160967,0.000000,6.930916,6.953278,6.913569,6.935876,0.000000,1233.045690,1239.722350,1223.869330,1230.496303,0.000000,35.192181,35.861876,34.796549,35.458716,0.000000,107.955145,108.067334,107.157617,107.268977,0.000000
2010-03-30,1.746161,1.754122,1.720051,1.727893,0.000000,7.136017,7.198025,7.114997,7.176823,0.000000,1.265021,1.282845,1.249977,1.267590,0.000000,13.151886,13.281585,13.116259,13.245607,0.000000,6.934170,6.947313,6.911370,6.924469,0.000000,1230.617717,1237.047996,1225.696458,1232.101022,0.000000,35.531392,36.129545,35.039258,35.629125,0.000000,107.139345,107.139345,105.849416,105.849416,0.000000
